ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,dwae,mqae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score
000b6c7a64401dd70fec6ec2978b1491,ARIMA,"{""p"": 2, ""d"": 0, ""q"": 2, ""regression_type"": ""Holiday""}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""DifferencedTransformer"", ""1"": ""Detrend"", ""2"": ""AlignLastValue"", ""3"": ""ScipyFilter"", ""4"": ""StandardScaler""}, ""transformation_params"": {""0"": {}, ""1"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": {""fillna"": null, ""transformations"": {""0"": ""ScipyFilter""}, ""transformation_params"": {""0"": {""method"": ""savgol_filter"", ""method_args"": {""window_length"": 31, ""polyorder"": 3, ""deriv"": 0, ""mode"": ""interp""}}}}}, ""2"": {""rows"": 7, ""lag"": 1, ""method"": ""additive"", ""strength"": 0.7, ""first_value_only"": false}, ""3"": {""method"": ""butter"", ""method_args"": {""N"": 5, ""btype"": ""lowpass"", ""analog"": false, ""output"": ""sos"", ""Wn"": 0.25}}, ""4"": {}}}",0,1,2.316155643985854,2.423400852787348,2.867593035318771,1.383611294599641,2.423400852787348,1.531136235651777,2.020180326973615,3.193583753113488,0.16666666666666666,0.6666666666666666,5.144475206298836,1.0,1.6048631384871654,1.8791859820850505,2.316155643985854,2.423400852787348,2.867593035318771,1.383611294599641,2.423400852787348,1.531136235651777,2.020180326973615,3.193583753113488,5.144475206298836,1.0,1.6048631384871654,1.8791859820850505,0.16666666666666666,0.6666666666666666,0.2673,66.58675617687999
007c2d2f6316d42e5a3ddf5ea39a7d1b,ARIMA,"{""p"": 2, ""d"": 2, ""q"": 5, ""regression_type"": ""Holiday""}","{""fillna"": ""akima"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""Detrend"", ""2"": ""AlignLastValue"", ""3"": ""AlignLastValue"", ""4"": ""StandardScaler""}, ""transformation_params"": {""0"": {}, ""1"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": {""fillna"": null, ""transformations"": {""0"": ""ScipyFilter""}, ""transformation_params"": {""0"": {""method"": ""savgol_filter"", ""method_args"": {""window_length"": 31, ""polyorder"": 3, ""deriv"": 0, ""mode"": ""interp""}}}}}, ""2"": {""rows"": 7, ""lag"": 1, ""method"": ""additive"", ""strength"": 0.7, ""first_value_only"": false}, ""3"": {""rows"": 7, ""lag"": 7, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": true}, ""4"": {}}}",0,1,4.14924144252423,4.471488218663734,5.992628411631252,1.8288887815873476,4.471488218663734,1.5910230622581085,4.26548094128059,1.710114441767226,1.0,0.6666666666666666,11.639128132775411,1.0,1.9766536171191402,3.037960235841399,4.14924144252423,4.471488218663734,5.992628411631252,1.8288887815873476,4.471488218663734,1.5910230622581085,4.26548094128059,1.710114441767226,11.639128132775411,1.0,1.9766536171191402,3.037960235841399,1.0,0.6666666666666666,0.642,83.09881857252552
008b083605243e6109128f6d0d270ca0,Theta,"{""deseasonalize"": true, ""difference"": false, ""use_test"": false, ""method"": ""auto"", ""period"": null, ""theta"": 2.5, ""use_mle"": true}","{""fillna"": ""mean"", ""transformations"": {""0"": ""Detrend""}, ""transformation_params"": {""0"": {""model"": ""Linear"", ""phi"": 1, ""window"": 90}}}",0,1,2.6774052935325163,2.7346682046704367,2.8924835192579637,1.2573784034406217,2.7346682046704367,2.5587892324954136,1.4543243460363033,0.8876237675107497,1.0,0.5,4.0185247488576294,1.0,1.6667206291807963,2.4778968958329983,2.6774052935325163,2.7346682046704367,2.8924835192579637,1.2573784034406217,2.7346682046704367,2.5587892324954136,1.4543243460363033,0.8876237675107497,4.0185247488576294,1.0,1.6667206291807963,2.4778968958329983,1.0,0.5,0.1472,53.806634103274305
0181278de69621582f7c03c262606646,ETS,"{""damped_trend"": false, ""trend"": null, ""seasonal"": ""additive"", ""seasonal_periods"": 28}","{""fillna"": ""zero"", ""transformations"": {""0"": ""MaxAbsScaler"", ""1"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""method"": 100}}}",0,1,200.0,103.16666666666664,103.18799142378887,11.477038183753239,103.16666666666664,103.16666666666664,4.645784473723787,25.291811258766497,0.0,0.3333333333333333,104.4166667,0.0,83.2126398818728,102.91666665999999,200.0,103.16666666666664,103.18799142378887,11.477038183753239,103.16666666666664,103.16666666666664,4.645784473723787,25.291811258766497,104.4166667,0.0,83.2126398818728,102.91666665999999,0.0,0.3333333333333333,0.0502,2274.357576138314
04006281338d1efcea29eea3b4911d1c,ARIMA,"{""p"": 2, ""d"": 0, ""q"": 4, ""regression_type"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""RobustScaler"", ""1"": ""RobustScaler"", ""2"": ""AlignLastValue"", ""3"": ""cffilter"", ""4"": ""StandardScaler""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 0.5, ""first_value_only"": false}, ""3"": {}, ""4"": {}}}",0,1,4.805820593052374,4.862246300198774,5.228598107786413,0.8907522640423461,4.862246300198774,4.862246300198774,1.6655026364703431,2.1861206606687005,0.16666666666666666,0.5,6.211038331057836,0.6666666666666666,2.803470072072799,4.592487894026962,4.805820593052374,4.862246300198774,5.228598107786413,0.8907522640423461,4.862246300198774,4.862246300198774,1.6655026364703431,2.1861206606687005,6.211038331057836,0.6666666666666666,2.803470072072799,4.592487894026962,0.16666666666666666,0.5,0.5352,90.37301188238705
0455a232922df02365591047bad45d2b,FBProphet,"{""holiday"": false, ""regression_type"": null, ""growth"": ""linear"", ""n_changepoints"": 30, ""changepoint_prior_scale"": 30, ""seasonality_mode"": ""additive"", ""changepoint_range"": 0.8, ""seasonality_prior_scale"": 10.0, ""holidays_prior_scale"": 10.0}","{""fillna"": ""zero"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""Detrend"", ""2"": ""ClipOutliers""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3.5, ""fillna"": null}, ""1"": {""model"": ""GLS"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""2"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}}}",0,1,104.48860957620731,270.0113229683641,304.962087054072,52.20212408101184,270.0113229683641,5.422028456559011,270.0113229683641,175.4720067151018,0.0,0.6666666666666666,481.7510309539153,1.0,13.287180185934984,227.66338137125385,104.48860957620731,270.0113229683641,304.962087054072,52.20212408101184,270.0113229683641,5.422028456559011,270.0113229683641,175.4720067151018,481.7510309539153,1.0,13.287180185934984,227.66338137125385,0.0,0.6666666666666666,56.3348,3668.4580546320067
05354940dd735a1693b40b3d41de7655,Theta,"{""deseasonalize"": true, ""difference"": false, ""use_test"": true, ""method"": ""auto"", ""period"": null, ""theta"": 3, ""use_mle"": false}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""Slice"", ""1"": ""MaxAbsScaler"", ""2"": ""MinMaxScaler"", ""3"": ""ScipyFilter"", ""4"": ""bkfilter""}, ""transformation_params"": {""0"": {""method"": 0.5}, ""1"": {}, ""2"": {}, ""3"": {""method"": ""butter"", ""method_args"": {""N"": 4, ""btype"": ""highpass"", ""analog"": false, ""output"": ""sos"", ""Wn"": 0.03571428571428571}}, ""4"": {}}}",0,1,8.129317369096595,8.07947048972337,8.415885041484076,1.138068160081765,8.07947048972337,8.07947048972337,2.153793364560436,3.7558361451482507,0.0,0.3333333333333333,9.656197736964344,0.0,6.906427977282243,7.764125040275175,8.129317369096595,8.07947048972337,8.415885041484076,1.138068160081765,8.07947048972337,8.07947048972337,2.153793364560436,3.7558361451482507,9.656197736964344,0.0,6.906427977282243,7.764125040275175,0.0,0.3333333333333333,0.1312,145.2351539821616
06f2dc4f53eb57278b905cb948fef563,Theta,"{""deseasonalize"": true, ""difference"": true, ""use_test"": true, ""method"": ""auto"", ""period"": null, ""theta"": 2.5, ""use_mle"": true}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""RobustScaler"", ""1"": ""QuantileTransformer"", ""2"": ""Log""}, ""transformation_params"": {""0"": {}, ""1"": {""output_distribution"": ""normal"", ""n_quantiles"": 14}, ""2"": {}}}",0,1,5.115117402979611,5.166666666666667,5.576280786443529,0.8578431406012863,5.166666666666667,5.166666666666667,1.700546949528805,3.359133125895006,0.0,0.3333333333333333,6.416666699999993,0.0,4.676179857691446,4.9166666600000015,5.115117402979611,5.166666666666667,5.576280786443529,0.8578431406012863,5.166666666666667,5.166666666666667,1.700546949528805,3.359133125895006,6.416666699999993,0.0,4.676179857691446,4.9166666600000015,0.0,0.3333333333333333,0.2203,104.16042908390457
0837dd4d646e626fa8f03c41fdecbab5,ARIMA,"{""p"": 3, ""d"": 2, ""q"": 7, ""regression_type"": null}","{""fillna"": ""pchip"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""Detrend"", ""2"": ""ClipOutliers"", ""3"": ""AlignLastValue"", ""4"": ""SinTrend""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""1"": {""model"": ""GLS"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""2"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}, ""4"": {}}}",0,1,2.2344329815387614,2.285022722395697,2.785310076028835,0.9337000042506137,2.285022722395697,2.285022722395697,1.068837172466893,0.9330820145365523,0.8333333333333334,0.8333333333333334,4.887399226905032,1.0,1.5765844372519147,1.7645474214938304,2.2344329815387614,2.285022722395697,2.785310076028835,0.9337000042506137,2.285022722395697,2.285022722395697,1.068837172466893,0.9330820145365523,4.887399226905032,1.0,1.5765844372519147,1.7645474214938304,0.8333333333333334,0.8333333333333334,1.5376,46.49768798399466
084cef39314a3a6bdee5bf591d70f23d,ETS,"{""damped_trend"": false, ""trend"": null, ""seasonal"": null, ""seasonal_periods"": null}","{""fillna"": ""median"", ""transformations"": {""0"": ""Slice""}, ""transformation_params"": {""0"": {""method"": 0.5}}}",0,1,5.115117432100859,5.166666695227231,5.576280812906133,0.8578431436960842,5.166666695227231,5.166666695227231,1.700546956057934,1.3925170968266352,0.16666666666666666,0.3333333333333333,6.416666728560557,0.0,4.676179878207923,4.916666688560565,5.115117432100859,5.166666695227231,5.576280812906133,0.8578431436960842,5.166666695227231,5.166666695227231,1.700546956057934,1.3925170968266352,6.416666728560557,0.0,4.676179878207923,4.916666688560565,0.16666666666666666,0.3333333333333333,0.0465,89.46239909201122
